"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","596","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","421","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
"","809","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","1018","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","1024","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","834","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","509","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
"","912","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
"","134","test_dummy_api_status","tests.api","2026-01-27","passed","2026-01-27","","test_dummy_api","",""
"","427","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
"","880","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
"","14","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","819","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","20","test_bb84_mitm_usually_detected","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","741","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
