"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","387","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","508","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
"","1604","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","461","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
"","296","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
"","134","test_dummy_api_status","tests.api","2026-01-27","passed","2026-01-27","","test_dummy_api","",""
"","219","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
"","837","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","1309","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
"","26","test_bb84_mitm_usually_detected","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","755","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","1654","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","389","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","1279","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
