"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46460","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-27","skipped","2026-01-27","Expedia","Travel","",""
"","25","test_bb84_mitm_usually_detected","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","16864","test_booking_search_brussels_friday_monday","tests.ui","2026-01-27","passed","2026-01-27","Booking.com","Travel","",""
"","9191","test_brave_events_search_brussels","tests.ui","2026-01-27","passed","2026-01-27","Brave Search","Events","",""
"","45840","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-27","skipped","2026-01-27","Expedia","Travel","",""
"","18","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","36369","test_google_events_search_brussels","tests.ui","2026-01-27","skipped","2026-01-27","Google Search","Events","",""
"","19982","test_booking_search_brussels_friday_monday","tests.ui","2026-01-27","passed","2026-01-27","Booking.com","Travel","",""
"","35373","test_brave_events_search_brussels","tests.ui","2026-01-27","skipped","2026-01-27","Brave Search","Events","",""
"","46167","test_booking_search_brussels_friday_monday","tests.ui","2026-01-27","skipped","2026-01-27","Booking.com","Travel","",""
"","8811","test_brave_events_search_brussels","tests.ui","2026-01-27","passed","2026-01-27","Brave Search","Events","",""
"","36159","test_google_events_search_brussels","tests.ui","2026-01-27","skipped","2026-01-27","Google Search","Events","",""
"","36196","test_google_events_search_brussels","tests.ui","2026-01-27","skipped","2026-01-27","Google Search","Events","",""
"","47332","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-27","skipped","2026-01-27","Expedia","Travel","",""
