"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26","test_bb84_mitm_usually_detected","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","9068","test_brave_events_search_brussels","tests.ui","2026-01-27","passed","2026-01-27","Brave Search","Events","",""
"","46660","test_google_events_search_brussels","tests.ui","2026-01-27","skipped","2026-01-27","Google Search","Events","",""
"","66443","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-27","skipped","2026-01-27","Expedia","Travel","",""
"","65653","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-27","skipped","2026-01-27","Expedia","Travel","",""
"","46164","test_google_events_search_brussels","tests.ui","2026-01-27","skipped","2026-01-27","Google Search","Events","",""
"","18","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","67260","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-27","skipped","2026-01-27","Expedia","Travel","",""
"","45349","test_brave_events_search_brussels","tests.ui","2026-01-27","skipped","2026-01-27","Brave Search","Events","",""
"","46218","test_google_events_search_brussels","tests.ui","2026-01-27","skipped","2026-01-27","Google Search","Events","",""
"","16994","test_booking_search_brussels_friday_monday","tests.ui","2026-01-27","passed","2026-01-27","Booking.com","Travel","",""
"","17293","test_booking_search_brussels_friday_monday","tests.ui","2026-01-27","passed","2026-01-27","Booking.com","Travel","",""
"","9359","test_brave_events_search_brussels","tests.ui","2026-01-27","passed","2026-01-27","Brave Search","Events","",""
"","66044","test_booking_search_brussels_friday_monday","tests.ui","2026-01-27","skipped","2026-01-27","Booking.com","Travel","",""
