"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1347","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","26","test_bb84_mitm_usually_detected","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","270","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","459","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","359","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","1487","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","18","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","358","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","106","test_dummy_api_status","tests.api","2026-01-26","passed","2026-01-26","","test_dummy_api","",""
"","1461","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","619","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","1174","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","966","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","205","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","449","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
