"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","720","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","21","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","864","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","215","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","912","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","100","test_dummy_api_status","tests.api","2026-01-26","passed","2026-01-26","","test_dummy_api","",""
"","887","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","392","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","290","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","30","test_bb84_mitm_usually_detected","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","1773","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","392","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","672","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","860","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","537","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
