"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","68","test_dummy_api_status","tests.api","2026-01-26","passed","2026-01-26","","test_dummy_api","",""
"","835","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","794","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","23","test_bb84_mitm_usually_detected","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","352","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","723","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","19","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","564","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","374","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","484","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","677","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","235","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","361","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","415","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","263","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
