"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25","test_bb84_mitm_usually_detected","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","747","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","212","test_dummy_api_status","tests.api","2026-01-27","passed","2026-01-27","","test_dummy_api","",""
"","2078","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","1377","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
"","776","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","1443","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
"","18","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","1825","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","520","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
"","630","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
"","824","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","460","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
"","805","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","537","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
