"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","413","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","222","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","20","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","315","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","1391","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","118","test_dummy_api_status","tests.api","2026-01-26","passed","2026-01-26","","test_dummy_api","",""
"","1903","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","430","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","1389","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","780","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","2047","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","1016","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","25","test_bb84_mitm_usually_detected","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","598","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","1012","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
