"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46315","test_google_events_search_brussels","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","25","test_bb84_mitm_usually_detected","tests.unit","2026-01-28","passed","2026-01-28","","test_qkd_bb84","",""
"","46308","test_google_events_search_brussels","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","66102","test_booking_search_brussels_friday_monday","tests.ui","2026-01-28","skipped","2026-01-28","Booking.com","Travel","",""
"","65744","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","66641","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","46590","test_google_events_search_brussels","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","19713","test_booking_search_brussels_friday_monday","tests.ui","2026-01-28","passed","2026-01-28","Booking.com","Travel","",""
"","9703","test_brave_events_search_brussels","tests.ui","2026-01-28","passed","2026-01-28","Brave Search","Events","",""
"","67803","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","9049","test_brave_events_search_brussels","tests.ui","2026-01-28","passed","2026-01-28","Brave Search","Events","",""
"","19572","test_booking_search_brussels_friday_monday","tests.ui","2026-01-28","passed","2026-01-28","Booking.com","Travel","",""
"","18","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-28","passed","2026-01-28","","test_qkd_bb84","",""
"","45413","test_brave_events_search_brussels","tests.ui","2026-01-28","skipped","2026-01-28","Brave Search","Events","",""
