"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1265","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","663","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","238","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","677","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","911","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","24","test_bb84_mitm_usually_detected","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","394","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","175","test_dummy_api_status","tests.api","2026-01-26","passed","2026-01-26","","test_dummy_api","",""
"","17","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","297","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","384","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","945","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","1070","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","630","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","804","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
