"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","579","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","442","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","18","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","1317","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","43","test_dummy_api_status","tests.api","2026-01-26","passed","2026-01-26","","test_dummy_api","",""
"","1071","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","941","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","980","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","975","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","492","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","1340","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","1475","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","25","test_bb84_mitm_usually_detected","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","1154","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","823","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
