"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17701","test_booking_search_brussels_friday_monday[firefox]","tests.ui","2026-01-28","passed","2026-01-28","Booking.com","Travel","",""
"","46258","test_google_events_search_brussels[webkit]","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","18","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-28","passed","2026-01-28","","test_qkd_bb84","",""
"","46545","test_google_events_search_brussels[firefox]","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","66824","test_expedia_search_brussels_friday_monday[firefox]","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","8872","test_brave_events_search_brussels[webkit]","tests.ui","2026-01-28","passed","2026-01-28","Brave Search","Events","",""
"","66113","test_booking_search_brussels_friday_monday[chromium]","tests.ui","2026-01-28","skipped","2026-01-28","Booking.com","Travel","",""
"","45360","test_brave_events_search_brussels[chromium]","tests.ui","2026-01-28","skipped","2026-01-28","Brave Search","Events","",""
"","46232","test_google_events_search_brussels[chromium]","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","19263","test_booking_search_brussels_friday_monday[webkit]","tests.ui","2026-01-28","passed","2026-01-28","Booking.com","Travel","",""
"","66011","test_expedia_search_brussels_friday_monday[chromium]","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","66894","test_expedia_search_brussels_friday_monday[webkit]","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","9438","test_brave_events_search_brussels[firefox]","tests.ui","2026-01-28","passed","2026-01-28","Brave Search","Events","",""
"","25","test_bb84_mitm_usually_detected","tests.unit","2026-01-28","passed","2026-01-28","","test_qkd_bb84","",""
