"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46464","test_google_events_search_brussels[firefox]","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","66640","test_expedia_search_brussels_friday_monday[firefox]","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","18222","test_booking_search_brussels_friday_monday[firefox]","tests.ui","2026-01-28","passed","2026-01-28","Booking.com","Travel","",""
"","67350","test_expedia_search_brussels_friday_monday[webkit]","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","45964","test_google_events_search_brussels[webkit]","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","17120","test_booking_search_brussels_friday_monday[webkit]","tests.ui","2026-01-28","passed","2026-01-28","Booking.com","Travel","",""
"","25","test_bb84_mitm_usually_detected","tests.unit","2026-01-28","passed","2026-01-28","","test_qkd_bb84","",""
"","8764","test_brave_events_search_brussels[webkit]","tests.ui","2026-01-28","passed","2026-01-28","Brave Search","Events","",""
"","9903","test_brave_events_search_brussels[firefox]","tests.ui","2026-01-28","passed","2026-01-28","Brave Search","Events","",""
"","19","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-28","passed","2026-01-28","","test_qkd_bb84","",""
"","66223","test_booking_search_brussels_friday_monday[chromium]","tests.ui","2026-01-28","skipped","2026-01-28","Booking.com","Travel","",""
"","65715","test_expedia_search_brussels_friday_monday[chromium]","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","45403","test_brave_events_search_brussels[chromium]","tests.ui","2026-01-28","skipped","2026-01-28","Brave Search","Events","",""
"","46210","test_google_events_search_brussels[chromium]","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
