"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28735","test_google_events_search_brussels","tests.ui","2026-01-27","skipped","2026-01-27","Google Search","Events","",""
"","31623","test_brave_events_search_brussels","tests.ui","2026-01-27","skipped","2026-01-27","Brave Search","Events","",""
"","9035","test_brave_events_search_brussels","tests.ui","2026-01-27","passed","2026-01-27","Brave Search","Events","",""
"","38464","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-27","skipped","2026-01-27","Expedia","Travel","",""
"","28913","test_google_events_search_brussels","tests.ui","2026-01-27","skipped","2026-01-27","Google Search","Events","",""
"","9798","test_booking_search_brussels_friday_monday","tests.ui","2026-01-27","passed","2026-01-27","Booking.com","Travel","",""
"","28667","test_google_events_search_brussels","tests.ui","2026-01-27","skipped","2026-01-27","Google Search","Events","",""
"","9244","test_booking_search_brussels_friday_monday","tests.ui","2026-01-27","passed","2026-01-27","Booking.com","Travel","",""
"","9130","test_brave_events_search_brussels","tests.ui","2026-01-27","passed","2026-01-27","Brave Search","Events","",""
"","14","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","38173","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-27","skipped","2026-01-27","Expedia","Travel","",""
"","19","test_bb84_mitm_usually_detected","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","38910","test_booking_search_brussels_friday_monday","tests.ui","2026-01-27","skipped","2026-01-27","Booking.com","Travel","",""
"","39067","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-27","skipped","2026-01-27","Expedia","Travel","",""
