"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9201","test_brave_events_search_brussels","tests.ui","2026-01-28","passed","2026-01-28","Brave Search","Events","",""
"","17262","test_booking_search_brussels_friday_monday","tests.ui","2026-01-28","passed","2026-01-28","Booking.com","Travel","",""
"","67550","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","66219","test_booking_search_brussels_friday_monday","tests.ui","2026-01-28","skipped","2026-01-28","Booking.com","Travel","",""
"","46241","test_google_events_search_brussels","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","46137","test_google_events_search_brussels","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","19","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-28","passed","2026-01-28","","test_qkd_bb84","",""
"","45385","test_brave_events_search_brussels","tests.ui","2026-01-28","skipped","2026-01-28","Brave Search","Events","",""
"","65883","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","66285","test_expedia_search_brussels_friday_monday","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","25","test_bb84_mitm_usually_detected","tests.unit","2026-01-28","passed","2026-01-28","","test_qkd_bb84","",""
"","46065","test_google_events_search_brussels","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","9586","test_brave_events_search_brussels","tests.ui","2026-01-28","passed","2026-01-28","Brave Search","Events","",""
"","17075","test_booking_search_brussels_friday_monday","tests.ui","2026-01-28","passed","2026-01-28","Booking.com","Travel","",""
