"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17706","test_booking_search_brussels_friday_monday[webkit]","tests.ui","2026-01-28","passed","2026-01-28","Booking.com","Travel","",""
"","46336","test_google_events_search_brussels[chromium]","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","45401","test_brave_events_search_brussels[chromium]","tests.ui","2026-01-28","skipped","2026-01-28","Brave Search","Events","",""
"","46014","test_google_events_search_brussels[webkit]","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","9175","test_brave_events_search_brussels[firefox]","tests.ui","2026-01-28","passed","2026-01-28","Brave Search","Events","",""
"","66333","test_expedia_search_brussels_friday_monday[webkit]","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","46409","test_google_events_search_brussels[firefox]","tests.ui","2026-01-28","skipped","2026-01-28","Google Search","Events","",""
"","19","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-28","passed","2026-01-28","","test_qkd_bb84","",""
"","66271","test_booking_search_brussels_friday_monday[chromium]","tests.ui","2026-01-28","skipped","2026-01-28","Booking.com","Travel","",""
"","8831","test_brave_events_search_brussels[webkit]","tests.ui","2026-01-28","passed","2026-01-28","Brave Search","Events","",""
"","26","test_bb84_mitm_usually_detected","tests.unit","2026-01-28","passed","2026-01-28","","test_qkd_bb84","",""
"","19437","test_booking_search_brussels_friday_monday[firefox]","tests.ui","2026-01-28","passed","2026-01-28","Booking.com","Travel","",""
"","65717","test_expedia_search_brussels_friday_monday[chromium]","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
"","66426","test_expedia_search_brussels_friday_monday[firefox]","tests.ui","2026-01-28","skipped","2026-01-28","Expedia","Travel","",""
