"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","146","test_dummy_api_status","tests.api","2026-01-27","passed","2026-01-27","","test_dummy_api","",""
"","603","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
"","511","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
"","2246","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","2398","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","787","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","782","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","820","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","26","test_bb84_mitm_usually_detected","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","18","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","432","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
"","600","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
"","1672","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
"","772","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","1723","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
