"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1298","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","1015","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","1136","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","1450","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","61","test_dummy_api_status","tests.api","2026-01-26","passed","2026-01-26","","test_dummy_api","",""
"","1805","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","975","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","1856","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","1341","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","1131","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","1430","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","18","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","1430","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","24","test_bb84_mitm_usually_detected","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","1338","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
