"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","1354","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","1591","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","720","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","26","test_bb84_mitm_usually_detected","tests.unit","2026-01-26","passed","2026-01-26","","test_qkd_bb84","",""
"","1309","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","848","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","1287","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","540","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","1594","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","641","test_login_page_visual_regression","tests.visual","2026-01-26","passed","2026-01-26","","test_visual_login","",""
"","50","test_dummy_api_status","tests.api","2026-01-26","passed","2026-01-26","","test_dummy_api","",""
"","1611","test_login_invalid_password","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
"","1483","test_performance_metrics","tests.performance","2026-01-26","passed","2026-01-26","","test_performance_metrics","",""
"","1911","test_login_success","tests.ui","2026-01-26","passed","2026-01-26","","test_login","",""
