"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","264","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
"","383","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","1242","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
"","331","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
"","14","test_bb84_clean_channel_usually_accepts","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","452","test_performance_metrics","tests.performance","2026-01-27","passed","2026-01-27","","test_performance_metrics","",""
"","380","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","793","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","19","test_bb84_mitm_usually_detected","tests.unit","2026-01-27","passed","2026-01-27","","test_qkd_bb84","",""
"","1652","test_login_invalid_password","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","843","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","148","test_dummy_api_status","tests.api","2026-01-27","passed","2026-01-27","","test_dummy_api","",""
"","1326","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
"","1672","test_login_success","tests.ui","2026-01-27","passed","2026-01-27","","test_login","",""
"","621","test_login_page_visual_regression","tests.visual","2026-01-27","passed","2026-01-27","","test_visual_login","",""
